"https://www.artic.edu/iiif/2/a28e4e8f-f072-092a-52f9-b165c97c7a0a/full/600,/0/default.jpg",Title,Year,Title_URL,Image,Artist,Decade
347,"In Lovely Blueness No. 2, 1955/56",1972,https://www.artic.edu/artworks/146987/in-lovely-blueness-no-2,"https://www.artic.edu/iiif/2/51422f20-27e4-80fe-fa64-0feaad72ec63/full/600,/0/default.jpg",Sam Francis,1950
348,"81–14–87, 1964",1972,https://www.artic.edu/artworks/20507/81-14-87,"https://www.artic.edu/iiif/2/a4f87056-47b2-3be5-35bd-54196999cbf1/full/600,/0/default.jpg",Ellen Lanyon,1960
349,"Screaming Child, Sestham Street 4657, 1956",1972,https://www.artic.edu/artworks/7508/screaming-child-sestham-street-4657,"https://www.artic.edu/iiif/2/8b3471fc-c230-de4c-1474-d6d099b0a1b0/full/600,/0/default.jpg",Roger Mayne,1950
350,"Cirrocumulus and Nimbus, 1978",1978,https://www.artic.edu/artworks/97397/cirrocumulus-and-nimbus,"https://www.artic.edu/iiif/2/95a12c41-7411-b5d1-2101-d9d144b3398c/full/490,/0/default.jpg",Roger Brown,1970
351,"Ice (3), 1989",1989,https://www.artic.edu/artworks/146996/ice-3,"https://www.artic.edu/iiif/2/28914b5e-2894-f88e-81c3-4a4e7c55b469/full/600,/0/default.jpg",Gerhard Richter,1980
352,"Untitled, 1988",1988,https://www.artic.edu/artworks/146895/untitled,"https://www.artic.edu/iiif/2/a7244f34-9fa7-23ce-cd8b-8ccd88953bc5/full/600,/0/default.jpg",Kiki Smith,1980
353,"Sitting Nude Rear, New York, 1993, printed June 1994",1972,https://www.artic.edu/artworks/144893/sitting-nude-rear-new-york,"https://www.artic.edu/iiif/2/a7577564-6700-babb-7412-ae559d5dc553/full/600,/0/default.jpg",Irving Penn,1990
354,"Mica Magritte, 1963",1963,https://www.artic.edu/artworks/50280/mica-magritte,"https://www.artic.edu/iiif/2/2c4afb1d-d247-bf8e-9094-7438e803b271/full/600,/0/default.jpg",Joseph Cornell,1960
355,"Back on Earth, 1981",1981,https://www.artic.edu/artworks/97410/back-on-earth,"https://www.artic.edu/iiif/2/c4f80cb3-5eec-8243-29e9-e915136f7a9b/full/600,/0/default.jpg",Elizabeth Murray,1980
356,"Twelve Jackies, 1964",1964,https://www.artic.edu/artworks/229356/twelve-jackies,"https://www.artic.edu/iiif/2/239fba82-6991-9813-a555-5e8b7503be0e/full/600,/0/default.jpg",Andy Warhol,1960
357,"Boy, 1992",1992,https://www.artic.edu/artworks/229375/boy,"https://www.artic.edu/iiif/2/17fb41d7-987d-87c4-e738-c81c45864f36/full/600,/0/default.jpg",Charles Ray,1990
358,"Leaning Tower of Touhy, 1980",1980,https://www.artic.edu/artworks/97398/leaning-tower-of-touhy,"https://www.artic.edu/iiif/2/09e69bea-c7c2-b957-56be-60597c13ce98/full/600,/0/default.jpg",Roger Brown,1980
359,"Disappearance at Sea II, 1997",1997,https://www.artic.edu/artworks/154482/disappearance-at-sea-ii,"https://www.artic.edu/iiif/2/4b0d8623-8726-cfee-5577-996314f16a95/full/600,/0/default.jpg",Tacita Dean,1990
360,"Davos, 1981",1981,https://www.artic.edu/artworks/229367/davos,"https://www.artic.edu/iiif/2/beee4148-35ff-4a0b-7752-74967746cb8d/full/600,/0/default.jpg",Gerhard Richter,1980
361,"Flag Day, 1966",1966,https://www.artic.edu/artworks/154124/flag-day,"https://www.artic.edu/iiif/2/2faf98dd-b158-35f6-babe-bd9ffa3b2b11/full/600,/0/default.jpg",Benny Andrews,1960
362,"Desert Croquet #1 (Deflated World), from the series “Desert Cantos VIII: The Event II”, 1987, printed 2007",1972,https://www.artic.edu/artworks/191460/desert-croquet-1-deflated-world-from-the-series-desert-cantos-viii-the-event-ii,"https://www.artic.edu/iiif/2/45d60342-9d8c-3525-c0a6-3381c2b7e6d8/full/600,/0/default.jpg",Richard Misrach,1980
363,"Triumph of Weed, 1959",1959,https://www.artic.edu/artworks/12107/triumph-of-weed,"https://www.artic.edu/iiif/2/84508299-5ba3-a1d8-c252-62c4052809ee/full/600,/0/default.jpg",Gabor Peterdi,1950
364,"Barack Obama “Hope” Poster, 2008",2008,https://www.artic.edu/artworks/229396/barack-obama-hope-poster,"https://www.artic.edu/iiif/2/5af8d7d2-b33e-1b3d-abfc-9bf79b0a6fec/full/600,/0/default.jpg",Shepard Fairey,2000
365,"Vase, 1962",1962,https://www.artic.edu/artworks/19258/vase,"https://www.artic.edu/iiif/2/c05e4083-bff1-c2a2-a889-25723298dbce/full/600,/0/default.jpg",Gertrud Natzler,1960
366,"Being Not Truthful Always Works Against Me (edition 1/10), 2006",2006,https://www.artic.edu/artworks/197545/being-not-truthful-always-works-against-me-edition-1-10,"https://www.artic.edu/iiif/2/d7c46872-9095-67e3-b35f-73c63000f9aa/full/600,/0/default.jpg",Stefan Sagmeister,2000
367,"“Dubrovnik, Croatia, July 13, 1996,” from Beach Portraits, 1996",1972,https://www.artic.edu/artworks/180803/dubrovnik-croatia-july-13-1996-from-beach-portraits,"https://www.artic.edu/iiif/2/785ad9ca-6b82-1435-6ecb-6eac02fd3299/full/600,/0/default.jpg",Rineke Dijkstra,1990
368,"11/19/73, 1973",1972,https://www.artic.edu/artworks/99611/11-19-73,"https://www.artic.edu/iiif/2/44a2255f-ed7b-51e3-e706-f3d0bffc5bc8/full/600,/0/default.jpg",Bruce Conner,1970
369,"Untitled, 1959",1959,https://www.artic.edu/artworks/11875/untitled,"https://www.artic.edu/iiif/2/ff7647ca-2234-bb52-82e7-4ad6b4906d4e/full/600,/0/default.jpg",Ray Krueger Metzker,1950
370,"Diamond Dust Joseph Beuys, 1980",1980,https://www.artic.edu/artworks/125658/diamond-dust-joseph-beuys,"https://www.artic.edu/iiif/2/4fc4f3c4-8388-4d89-a570-01d0fb629572/full/600,/0/default.jpg",Andy Warhol,1980
371,"Maquette for “Miró’s Chicago”, 1963",1963,https://www.artic.edu/artworks/100666/maquette-for-miro-s-chicago,"https://www.artic.edu/iiif/2/af44f20b-90b9-8aa7-4898-34151e18bce9/full/600,/0/default.jpg",Joan Miró,1960
372,"Untitled, 1960",1960,https://www.artic.edu/artworks/90984/untitled,"https://www.artic.edu/iiif/2/1b3e9a14-4deb-2b0a-6ee6-54ca60c0383f/full/600,/0/default.jpg",Eva Hesse,1960
373,"Medusa Marinara, 1997",1997,https://www.artic.edu/artworks/154291/medusa-marinara,"https://www.artic.edu/iiif/2/05e069fd-179b-ad1e-f9ff-23044ccd55aa/full/600,/0/default.jpg",Vik Muniz,1990
374,"Pablo Escobar, 2010",2010,https://www.artic.edu/artworks/205456/pablo-escobar,"https://www.artic.edu/iiif/2/d3af5836-fb0f-5311-4b49-95e29e85ad94/full/600,/0/default.jpg",Rachel  Harrison,2010
375,"Cadeau (Gift), 1963 (1921 original now lost)",1963,https://www.artic.edu/artworks/199055/cadeau-gift,"https://www.artic.edu/iiif/2/99f44072-b7a3-cc4a-d65d-2c3ed318fa9c/full/600,/0/default.jpg",Man Ray (Emmanuel Radnitzky),1960
376,"Keys to the Coop, 1997",1997,https://www.artic.edu/artworks/147634/keys-to-the-coop,"https://www.artic.edu/iiif/2/99cb843a-9a1e-9f4d-d500-1f674584e1fc/full/600,/0/default.jpg",Kara Walker,1990
377,"The Studio, 1955",1955,https://www.artic.edu/artworks/6030/the-studio,"https://www.artic.edu/iiif/2/d64a3731-274d-e57c-9f76-3ec118edbb84/full/600,/0/default.jpg",Alberto Giacometti,1950
378,"Questions, 1981/2003",1972,https://www.artic.edu/artworks/193130/questions,"https://www.artic.edu/iiif/2/6761edb1-2961-b5d6-9706-a9797dddd24a/full/600,/0/default.jpg",Fischli & Weiss,1980
379,"Mouth (Mund), 1963",1963,https://www.artic.edu/artworks/147000/mouth-mund,"https://www.artic.edu/iiif/2/4ba4e0d9-7167-84fa-0d9b-fad379643109/full/600,/0/default.jpg",Gerhard Richter,1960
380,"Animal, December 1950",1950,https://www.artic.edu/artworks/185186/animal,"https://www.artic.edu/iiif/2/d9bbaa6a-3c52-20d8-5b42-64dcb940fde8/full/600,/0/default.jpg",Victor Brauner,1950
381,"Configuration, 1952",1952,https://www.artic.edu/artworks/53013/configuration,"https://www.artic.edu/iiif/2/4e0da096-f7cd-9a9b-2346-88758498af33/full/600,/0/default.jpg",Jean (Hans) Arp,1950
382,"The Mysteriously Abandoned New Home, 1958",1958,https://www.artic.edu/artworks/15566/the-mysteriously-abandoned-new-home,"https://www.artic.edu/iiif/2/eec29c98-290a-0cf4-3339-43a82646d095/full/600,/0/default.jpg",H. C. Westermann,1950
383,"Lounge Chair and Ottoman, 1956",1956,https://www.artic.edu/artworks/154489/lounge-chair-and-ottoman,"https://www.artic.edu/iiif/2/559c1ce1-596a-0f77-08ee-e713c0578f4b/full/600,/0/default.jpg",Charles Eames,1950
384,"Cubi VII, 1963",1963,https://www.artic.edu/artworks/22395/cubi-vii,"https://www.artic.edu/iiif/2/361a360f-45c6-2f4b-a6f4-a0f9b5ed2ceb/full/600,/0/default.jpg",David Smith,1960
385,"Untitled #86, 1981",1972,https://www.artic.edu/artworks/229386/untitled-86,"https://www.artic.edu/iiif/2/9e90ca7e-e4df-3007-1671-4d8b16e471ca/full/600,/0/default.jpg",Cindy Sherman,1980
386,"Bather/Night, 2009",2009,https://www.artic.edu/artworks/202218/bather-night,"https://www.artic.edu/iiif/2/1d5e62e7-29eb-727c-ca09-da723b2ea9f3/full/600,/0/default.jpg",Carroll Dunham,2000
387,"Little Race Riot, 1964",1964,https://www.artic.edu/artworks/229357/little-race-riot,"https://www.artic.edu/iiif/2/92392b95-81f3-c1bc-e137-95a0963fae05/full/600,/0/default.jpg",Andy Warhol,1960
388,"Hartwig House, Truro, Cape Cod, from the series “The Cape”, 1976, printed 1979",1972,https://www.artic.edu/artworks/58356/hartwig-house-truro-cape-cod-from-the-series-the-cape,"https://www.artic.edu/iiif/2/e6c7720e-23ac-5f93-f152-cf6caf2161cd/full/600,/0/default.jpg",Joel Meyerowitz,1970
389,"The Bull, 1953",1953,https://www.artic.edu/artworks/4881/the-bull,"https://www.artic.edu/iiif/2/32d46ad5-40f7-fb4a-8d7a-8096db190d47/full/600,/0/default.jpg",Pierre-Yves Tremois,1950
390,"Landscape 1, from Ten Landscapes, 1967",1972,https://www.artic.edu/artworks/151527/landscape-1-from-ten-landscapes,"https://www.artic.edu/iiif/2/f28a0271-bf03-42c6-7031-60e1e4f3e59f/full/600,/0/default.jpg",Roy Lichtenstein,1960
391,"Litho #2 (Waves #2), 1960",1972,https://www.artic.edu/artworks/145175/litho-2-waves-2,"https://www.artic.edu/iiif/2/141e5270-e1a2-0332-b691-889b7bfc5c2d/full/600,/0/default.jpg",Willem de Kooning,1960
392,"Holding Virginia, from the series “Immediate Family”, 1989",1989,https://www.artic.edu/artworks/184384/holding-virginia-from-the-series-immediate-family,"https://www.artic.edu/iiif/2/71e9382c-a47c-61a1-5e55-35b9b20d90d8/full/600,/0/default.jpg",Sally Mann,1980
393,"Ladder to the Light, 1951",1951,https://www.artic.edu/artworks/12408/ladder-to-the-light,"https://www.artic.edu/iiif/2/6550ee41-15f6-3cd6-9ac4-402090726faa/full/600,/0/default.jpg",Wifredo Lam,1950
394,"Red Box, 1977",1977,https://www.artic.edu/artworks/90581/red-box,"https://www.artic.edu/iiif/2/6b38b7ca-39e6-b9d8-bfb1-86bc07454f35/full/600,/0/default.jpg",Philip Guston,1970
395,"Ancient Windows, c. 1950",1950,https://www.artic.edu/artworks/82506/ancient-windows,"https://www.artic.edu/iiif/2/ae593ea2-9fce-817d-7bad-940415beddd8/full/600,/0/default.jpg",Horacio Renteria Rocha,1950
396,"Inasmuch As It Is Always Already Taking Place, 1990",1990,https://www.artic.edu/artworks/146516/inasmuch-as-it-is-always-already-taking-place,"https://www.artic.edu/iiif/2/0989eadc-3070-90a9-680b-3a8cb7a7186b/full/600,/0/default.jpg",Gary Hill,1990
397,"December, 1961",1961,https://www.artic.edu/artworks/19921/december,"https://www.artic.edu/iiif/2/01183093-9046-b5ff-38e9-cf7aee40d660/full/600,/0/default.jpg",Harold Paris,1960
398,"Untitled, 1963",1963,https://www.artic.edu/artworks/20443/untitled,"https://www.artic.edu/iiif/2/f6c30775-f4d9-c0b9-39da-fea62dd68f12/full/600,/0/default.jpg",Peter Saul,1960
399,"Flowers in a Vase, 1951 (cast 1953)",1951,https://www.artic.edu/artworks/5353/flowers-in-a-vase,"https://www.artic.edu/iiif/2/099745fa-4363-b2ce-218a-1052f48bdebd/full/600,/0/default.jpg",Pablo Picasso,1950
400,"Untitled, 1961",1961,https://www.artic.edu/artworks/19560/untitled,"https://www.artic.edu/iiif/2/97da121a-334d-9152-36cf-04c8794eef4a/full/600,/0/default.jpg",François Arnal,1960
401,"Head #3, 1973",1972,https://www.artic.edu/artworks/48509/head-3,"https://www.artic.edu/iiif/2/ca1ebe7e-45f6-999d-0a39-257d97c51a09/full/600,/0/default.jpg",Willem de Kooning,1970
402,"One Laptop per Child XO Laptop, 2007",2007,https://www.artic.edu/artworks/196420/one-laptop-per-child-xo-laptop,"https://www.artic.edu/iiif/2/78cbade6-3ee0-9dbd-400f-bd222d629ac7/full/600,/0/default.jpg",Yves Béhar,2000
403,"Landscape, 1957",1957,https://www.artic.edu/artworks/118694/landscape,"https://www.artic.edu/iiif/2/dbb43155-d06d-be4f-e583-647becae064e/full/600,/0/default.jpg",Max Ernst,1950
404,"Black & White Vogue Cover (Jean Patchett), New York, 1950, printed 1968",1972,https://www.artic.edu/artworks/144829/black-white-vogue-cover-jean-patchett-new-york,"https://www.artic.edu/iiif/2/222c3c91-5006-7643-a480-f807d425f43c/full/600,/0/default.jpg",Irving Penn,1950
405,"Broadway, 1985",1985,https://www.artic.edu/artworks/105533/broadway,"https://www.artic.edu/iiif/2/acc3f149-7049-89c0-98bf-59c92f106c74/full/600,/0/default.jpg",William Conger,1980
406,"Volunteer, 1963/64",1972,https://www.artic.edu/artworks/132672/volunteer,"https://www.artic.edu/iiif/2/6c66d5f0-a6ff-09e5-6c9b-c4a5ca80e396/full/600,/0/default.jpg",James Rosenquist,1960
407,"Untitled (Hôtel de la Duchesse-Anne), 1957",1957,https://www.artic.edu/artworks/99789/untitled-hotel-de-la-duchesse-anne,"https://www.artic.edu/iiif/2/9f90900a-c9ea-b78b-96da-0040e1d2c5b2/full/600,/0/default.jpg",Joseph Cornell,1950
408,"Up and Down, In and Out, Step by Step, A Sculpture, 1977",1977,https://www.artic.edu/artworks/64599/up-and-down-in-and-out-step-by-step-a-sculpture,"https://www.artic.edu/iiif/2/79fcb32d-4218-77a3-5587-a01bb0bfb156/full/600,/0/default.jpg",Daniel Buren,1970
409,"Figure 4, 1959",1972,https://www.artic.edu/artworks/229352/figure-4,"https://www.artic.edu/iiif/2/2c5b6afb-7ee8-e396-93b1-4cb4b63adec8/full/600,/0/default.jpg",Jasper Johns,1950
410,"Lisa Lyon, 1981",1981,https://www.artic.edu/artworks/102574/lisa-lyon,"https://www.artic.edu/iiif/2/61c02b0e-56dc-bd2a-6460-aebec0776f29/full/600,/0/default.jpg",Robert Mapplethorpe,1980
411,"Untitled #90, 1981",1972,https://www.artic.edu/artworks/229388/untitled-90,"https://www.artic.edu/iiif/2/0cb987af-2eb5-5cee-837a-cf9df515947b/full/600,/0/default.jpg",Cindy Sherman,1980
412,"Cottage Tulip: Sorbet, New York, 1967, printed 1986",1972,https://www.artic.edu/artworks/144752/cottage-tulip-sorbet-new-york,"https://www.artic.edu/iiif/2/519b2fe6-c5c0-1111-031c-3b2fbf8950f9/full/600,/0/default.jpg",Irving Penn,1960
413,"Untitled (Devil), 1952",1952,https://www.artic.edu/artworks/119169/untitled-devil,"https://www.artic.edu/iiif/2/18d5e00d-b59f-c7c2-4c7e-33d6602e46cd/full/600,/0/default.jpg",Pablo Picasso,1950
414,"Untitled [night view, store front with pennants], 1955/56",1972,https://www.artic.edu/artworks/11996/untitled-night-view-store-front-with-pennants,"https://www.artic.edu/iiif/2/af6e2fb3-0de0-db18-72cc-a996d27f2252/full/600,/0/default.jpg",W. Eugene Smith,1950
415,"Wall Drawing #63: A wall is divided into four horizontal parts. In the top row are four equal vertical divisions, each with lines in a different direction. In the second row, six double combinations; in the third row, four triple combinations; in the bottom row, all four combinations superimposed., 1971",1972,https://www.artic.edu/artworks/105023/wall-drawing-63-a-wall-is-divided-into-four-horizontal-parts-in-the-top-row-are-four-equal-vertical-divisions-each-with-lines-in-a-different-direction-in-the-second-row-six-double-combinations-in-the-third-row-four-triple-combinations-in-the-bottom-row-all-four-combinations-superimposed,"https://www.artic.edu/iiif/2/119e3ff0-8c65-438b-327a-6c492df82d3d/full/600,/0/default.jpg",Sol LeWitt,1970
416,"Scarf, 1965",1965,https://www.artic.edu/artworks/61868/scarf,"https://www.artic.edu/iiif/2/fba6128c-d8c6-0d25-c93f-72c4e05c932f/full/600,/0/default.jpg",Vasily Kandinsky,1960
417,"La Presa, 1952",1952,https://www.artic.edu/artworks/184344/la-presa,"https://www.artic.edu/iiif/2/e46a6ec7-3193-8b44-3838-078c29d1990d/full/600,/0/default.jpg",Elizabeth Catlett,1950
418,"Green Sea, 1976",1976,https://www.artic.edu/artworks/109692/green-sea,"https://www.artic.edu/iiif/2/a4565521-aba4-c1ff-1c77-f0c55c9d1aa9/full/600,/0/default.jpg",Philip Guston,1970
419,"Gobba, zoppa e collotorto, 1985",1985,https://www.artic.edu/artworks/105208/gobba-zoppa-e-collotorto,"https://www.artic.edu/iiif/2/0de1f93d-0283-df07-ee44-059e4fbe6a13/full/600,/0/default.jpg",Frank Stella,1980
420,"Stranger in the Village #13, 1998",1972,https://www.artic.edu/artworks/152428/stranger-in-the-village-13,"https://www.artic.edu/iiif/2/e1e1c62d-3273-a77d-2f27-7e89770775e0/full/600,/0/default.jpg",Glenn Ligon,1990
421,"Venice (Staircase) [Venedig (Treppe)], 1985",1985,https://www.artic.edu/artworks/229368/venice-staircase-venedig-treppe,"https://www.artic.edu/iiif/2/2fc6cbcb-3c5f-c1c3-47c2-d0ccb9914058/full/600,/0/default.jpg",Gerhard Richter,1980
422,"Untitled (Blue Sand Box), early 1950s",1972,https://www.artic.edu/artworks/99781/untitled-blue-sand-box,"https://www.artic.edu/iiif/2/3e75fc48-0a75-a21e-93e2-c4c092e4e063/full/600,/0/default.jpg",Joseph Cornell,1950
423,"Cloudy Night, a Picture That Can Be Hung Upside-down, 1978",1978,https://www.artic.edu/artworks/97396/cloudy-night-a-picture-that-can-be-hung-upside-down,"https://www.artic.edu/iiif/2/25875572-288f-c9c2-5046-328848f0c8a8/full/503,/0/default.jpg",Roger Brown,1970
424,"Marilyn Monroe (Marilyn), 1967",1967,https://www.artic.edu/artworks/150045/marilyn-monroe-marilyn,"https://www.artic.edu/iiif/2/fe1abb4b-e087-7d3c-2203-55c743b1d250/full/600,/0/default.jpg",Andy Warhol,1960
425,"Priests of the Modern Neiji Temple, 1951",1951,https://www.artic.edu/artworks/4465/priests-of-the-modern-neiji-temple,"https://www.artic.edu/iiif/2/27ffeeec-e587-7807-1385-e8a6907e9c45/full/600,/0/default.jpg",Werner Bischof,1950
426,"Ginny with the Yellow Hat, 1971",1971,https://www.artic.edu/artworks/134055/ginny-with-the-yellow-hat,"https://www.artic.edu/iiif/2/d82d7e71-2a95-0b05-2bc5-4772d6d9c966/full/600,/0/default.jpg",Alice Neel,1970
427,"“Hilton Head Island, S.C., USA, June 22, 1992,” from Beach Portraits, 1992",1972,https://www.artic.edu/artworks/158455/hilton-head-island-s-c-usa-june-22-1992-from-beach-portraits,"https://www.artic.edu/iiif/2/06990e7f-d167-b911-5b6e-8bc1573c1b8c/full/600,/0/default.jpg",Rineke Dijkstra,1990
428,"Heavy Water, 1991",1991,https://www.artic.edu/artworks/158890/heavy-water,"https://www.artic.edu/iiif/2/c6f9c949-63b7-10a3-3346-144408119e76/full/600,/0/default.jpg",Anselm Kiefer,1990
429,"Angel, 1992",1992,https://www.artic.edu/artworks/181083/angel,"https://www.artic.edu/iiif/2/bda7594e-c61d-4e94-4a3c-c91ab3d095d0/full/600,/0/default.jpg",Luc Tuymans,1990
430,"Untitled 3, 1950",1972,https://www.artic.edu/artworks/73420/untitled-3,"https://www.artic.edu/iiif/2/42c1fbbc-0335-3e9c-87ec-cebd82c3545b/full/204,/0/default.jpg",Barnett Newman,1950
431,"Queer Basher/Icarus Falling, 1986",1986,https://www.artic.edu/artworks/184212/queer-basher-icarus-falling,"https://www.artic.edu/iiif/2/7082504c-97cf-9ff7-4cad-66373035bff4/full/600,/0/default.jpg",David Wojnarowicz,1980
432,"The Bride Has Entered, 1982",1982,https://www.artic.edu/artworks/149413/the-bride-has-entered,"https://www.artic.edu/iiif/2/0dc663fa-99e2-f5bd-f24e-14e3404a9609/full/600,/0/default.jpg",Lenore Tawney,1980
433,"A Season Outside, 1997",1997,https://www.artic.edu/artworks/184111/a-season-outside,"https://www.artic.edu/iiif/2/8fe86f0c-f765-365d-fc23-0b4a98294d03/full/600,/0/default.jpg",Amar Kanwar,1990
434,"Hysteria, 1997",1997,https://www.artic.edu/artworks/184192/hysteria,"https://www.artic.edu/iiif/2/cf6409fe-fa2f-78be-1cad-03f67e409441/full/600,/0/default.jpg",Sam Taylor-Wood,1990
435,"Picasso at La Californie, Cannes, France, 1957, printed 1973",1972,https://www.artic.edu/artworks/94524/picasso-at-la-californie-cannes-france,"https://www.artic.edu/iiif/2/04a29d2c-21b9-f090-f97f-2f18dae589df/full/600,/0/default.jpg",Irving Penn,1950
436,"Cleaning the Drapes, from the series House Beautiful: Bringing the War Home, 1967–72",1972,https://www.artic.edu/artworks/195585/cleaning-the-drapes-from-the-series-house-beautiful-bringing-the-war-home,"https://www.artic.edu/iiif/2/023df5f2-f3a9-6405-578e-c04937f6df9c/full/600,/0/default.jpg",Martha Rosler,1960
437,"111, from 347 Gravures, May 25, 1968",1972,https://www.artic.edu/artworks/111389/111-from-347-gravures,"https://www.artic.edu/iiif/2/3be9bd8e-f712-da00-9f1f-84c0fafaf701/full/600,/0/default.jpg",Pablo Picasso,1960
438,"Portrait of the Artist by Francis Bacon, 1970–71",1972,https://www.artic.edu/artworks/62703/portrait-of-the-artist-by-francis-bacon,"https://www.artic.edu/iiif/2/f2eb7dc3-576e-80fa-e361-c4dbf26febbb/full/600,/0/default.jpg",Richard Hamilton,1970
439,"Angry Young Machine, 1959",1959,https://www.artic.edu/artworks/48518/angry-young-machine,"https://www.artic.edu/iiif/2/20ad32eb-f2c3-cdd9-8b5f-3b8d32a0e8ed/full/600,/0/default.jpg",H. C. Westermann,1950
440,"Close Pin Prop, 1969",1969,https://www.artic.edu/artworks/111638/close-pin-prop,"https://www.artic.edu/iiif/2/251eef57-f6e4-ef60-4aed-c7fbb30b450e/full/600,/0/default.jpg",Richard Serra,1960
441,"Abesti Gogora III, 1962/64",1972,https://www.artic.edu/artworks/27612/abesti-gogora-iii,"https://www.artic.edu/iiif/2/2282689d-ea33-f6a6-edf2-425b5eba15b4/full/600,/0/default.jpg",Eduardo Chillida,1960
442,"White Disk III, 1961",1961,https://www.artic.edu/artworks/100251/white-disk-iii,"https://www.artic.edu/iiif/2/28f686f6-7f2b-d96c-9764-ecd18301af03/full/600,/0/default.jpg",Ellsworth Kelly,1960
443,"Teardrop Bottle with Tigereye Glaze, 1963",1963,https://www.artic.edu/artworks/19261/teardrop-bottle-with-tigereye-glaze,"https://www.artic.edu/iiif/2/f1a77aca-f270-70ce-af57-84e963f890a2/full/600,/0/default.jpg",Gertrud Natzler,1960
444,"Porcupine, from A Bestiary, 1962",1962,https://www.artic.edu/artworks/20212/porcupine-from-a-bestiary,"https://www.artic.edu/iiif/2/6e1dc076-9d84-8d67-a656-026ec4184379/full/600,/0/default.jpg",Aubrey Schwartz,1960
445,"Cat Making Up, 1962",1962,https://www.artic.edu/artworks/16227/cat-making-up,"https://www.artic.edu/iiif/2/9dbfc5f2-4a2a-3373-d483-4314a3cdc195/full/600,/0/default.jpg",Inagaki Tomoo,1960
446,"Girls, Tricky, 2001",2001,https://www.artic.edu/artworks/185194/girls-tricky,"https://www.artic.edu/iiif/2/af07b73a-808e-0bec-1b15-22899a145396/full/600,/0/default.jpg",Steve McQueen,2000
447,"29 June 1965, 1965",1965,https://www.artic.edu/artworks/65842/29-june-1965,"https://www.artic.edu/iiif/2/40e495e3-73b8-17c3-2c27-9d2e866d7ad1/full/600,/0/default.jpg",Pierre Soulages,1960
448,"Genuflection of the Bishop, 1963",1963,https://www.artic.edu/artworks/22245/genuflection-of-the-bishop,"https://www.artic.edu/iiif/2/01900a3b-01ca-22cb-f7bd-6c21697a6063/full/600,/0/default.jpg",Jean Dubuffet,1960
449,"Analogía I, (2da. versión), 1970/77",1972,https://www.artic.edu/artworks/196410/analogia-i-2da-version,"https://www.artic.edu/iiif/2/ed1c616b-5056-c748-dbc2-5b9af8357f87/full/600,/0/default.jpg",Victor Grippo,1970
450,"Untitled (Fear is the Most Elegant Weapon…), from Inflammatory Essays, 1979/82",1972,https://www.artic.edu/artworks/151321/untitled-fear-is-the-most-elegant-weapon-from-inflammatory-essays,"https://www.artic.edu/iiif/2/97a006ee-a5b8-6c60-fd46-0addece2170a/full/600,/0/default.jpg",Jenny Holzer,1970
451,"The Truck, 1966",1966,https://www.artic.edu/artworks/25674/the-truck,"https://www.artic.edu/iiif/2/e41c5249-2778-016b-faef-0740022e22c1/full/600,/0/default.jpg",George Segal,1960
452,"Hunting Party (Jagdgesellschaft), 1966",1966,https://www.artic.edu/artworks/229365/hunting-party-jagdgesellschaft,"https://www.artic.edu/iiif/2/5fb98882-3c6a-3233-d548-d94fc25114dd/full/600,/0/default.jpg",Gerhard Richter,1960
453,"Dragon Knows Dragon (Ryu wa ryu wo shiru), 1969",1969,https://www.artic.edu/artworks/62558/dragon-knows-dragon-ryu-wa-ryu-wo-shiru,"https://www.artic.edu/iiif/2/f501ebc7-5292-526b-91bf-9396771100bd/full/600,/0/default.jpg",Shiryu Morita,1960
454,"Duel in the sun, 1973",1973,https://www.artic.edu/artworks/48819/duel-in-the-sun,"https://www.artic.edu/iiif/2/85cd4e69-4554-ab68-572f-0f636b5a6503/full/600,/0/default.jpg",Salvador Dalí,1970
455,"Mother and Child, 1957",1957,https://www.artic.edu/artworks/119124/mother-and-child,"https://www.artic.edu/iiif/2/ac07e186-cbc3-4ace-be4f-cc11cc2f7bbe/full/600,/0/default.jpg",Wifredo Lam,1950
456,"Untitled, 1969",1969,https://www.artic.edu/artworks/105236/untitled,"https://www.artic.edu/iiif/2/baba4a4e-ca86-7e95-915d-25c352fc3571/full/600,/0/default.jpg",Mark Rothko,1960
457,"Untitled (girlfriend), 1993",1993,https://www.artic.edu/artworks/229384/untitled-girlfriend,"https://www.artic.edu/iiif/2/366ccc47-25bf-5f39-e537-9d7261e69b6b/full/600,/0/default.jpg",Richard Prince,1990
458,"Still, 1994",1994,https://www.artic.edu/artworks/229374/still,"https://www.artic.edu/iiif/2/a4194d93-2a46-73ff-405b-1a546f237bc9/full/600,/0/default.jpg",Damien Hirst,1990
459,"Untitled, from the series “Katsura”, c. 1960",1960,https://www.artic.edu/artworks/12492/untitled-from-the-series-katsura,"https://www.artic.edu/iiif/2/b1a67133-e72a-72c7-3821-0d2efd01ff72/full/600,/0/default.jpg",Yasuhiro Ishimoto,1960
460,"Untitled (Hôtel de l’Etoile), 1954",1954,https://www.artic.edu/artworks/99777/untitled-hotel-de-l-etoile,"https://www.artic.edu/iiif/2/49649a50-ffe2-908f-1dca-104c10f02258/full/600,/0/default.jpg",Joseph Cornell,1950
